enhancer_element	closest_gene_id	closest_gene_name
chr12:57225900-57227300	ENSG00000182199.11	SHMT2
chr6:6794100-6795800	ENSG00000112799.9	LY86
chr20:56590800-56593700	ENSG00000087510.7	TFAP2C
chr21:43336100-43337600	ENSG00000142178.9	SIK1
chr7:102009600-102010900	ENSG00000257923.12	CUX1
chr3:120467800-120469000	ENSG00000163430.12	FSTL1
chr12:92573800-92575300	ENSG00000187510.11	PLEKHG7
chr3:14615500-14618900	ENSG00000154781.16	CCDC174
chr4:56634900-56638400	ENSG00000171476.22	HOPX
chr5:38599700-38601100	ENSG00000113594.10	LIFR
chr5:65882100-65888400	ENSG00000112851.15	ERBIN
chr6:29680100-29681300	ENSG00000204644.10	ZFP57
chr10:8180300-8186100	ENSG00000107485.18	GATA3
chr21:32753800-32757300	ENSG00000159086.15	PAXBP1
chr19:56894600-56897700	ENSG00000269699.6	ZIM2
chr2:43442500-43444100	ENSG00000115970.19	THADA
chr10:60473600-60476200	ENSG00000151150.22	ANK3
chr13:109857300-109860400	ENSG00000185950.9	IRS2
chr15:57460200-57465400	ENSG00000128849.11	CGNL1
chr12:113264800-113266600	ENSG00000186815.13	TPCN1
chr10:103720100-103721300	ENSG00000107957.16	SH3PXD2A
chr14:97864600-97867600	ENSG00000100749.9	VRK1
chr2:215314400-215315700	ENSG00000138363.15	ATIC
chr17:17000600-17003600	ENSG00000240505.9	TNFRSF13B
chr16:48490600-48493100	ENSG00000196470.12	SIAH1
chr20:57317000-57318800	ENSG00000054796.13	SPO11
chr2:112687600-112689200	ENSG00000144130.11	NT5DC4
chr9:100438200-100441300	ENSG00000251349.3	MSANTD3-TMEFF1
chr1:176556400-176559300	ENSG00000116183.11	PAPPA2
chr2:31467000-31468300	ENSG00000158125.10	XDH
chr8:28388400-28389600	ENSG00000186918.14	ZNF395
chr21:44896900-44898500	ENSG00000160255.18	ITGB2
chr1:45399200-45404500	ENSG00000070759.17	TESK2
chr13:38372300-38375900	ENSG00000120686.12	UFM1
chr14:96081100-96082500	ENSG00000227051.7	C14orf132
chr12:27336200-27338000	ENSG00000029153.14	ARNTL2
chr11:76803600-76806000	ENSG00000182704.8	TSKU
chr20:50435200-50436300	ENSG00000196396.10	PTPN1
chr7:37492000-37493400	ENSG00000155849.16	ELMO1
chr1:32128300-32129500	ENSG00000025800.14	KPNA6
chr21:41225600-41230000	ENSG00000182240.16	BACE2
chr16:57390000-57396900	ENSG00000102970.11	CCL17
chr10:30425700-30427300	ENSG00000107968.10	MAP3K8
chr12:14834900-14836000	ENSG00000111339.12	ART4
chr7:157401100-157402200	ENSG00000105993.15	DNAJB6
chr2:102110000-102111200	ENSG00000115594.12	IL1R1
chr8:140335600-140337100	ENSG00000167632.18	TRAPPC9
chr4:121949800-121952100	ENSG00000138741.11	TRPC3
chr2:215658700-215659900	ENSG00000115414.21	FN1
chr22:45541400-45542700	ENSG00000077942.19	FBLN1
chr1:8207800-8209300	ENSG00000162426.16	SLC45A1
chr1:2109700-2113800	ENSG00000067606.17	PRKCZ
chr1:12558300-12559400	ENSG00000162496.9	DHRS3
chr19:39582000-39584900	ENSG00000105198.11	LGALS13
chr15:85455600-85457200	ENSG00000170776.22	AKAP13
chr7:130344600-130345700	ENSG00000158525.16	CPA5
chr4:145719200-145725300	ENSG00000237136.8	C4orf51
chr1:24701900-24703100	ENSG00000169504.15	CLIC4
chr7:44764200-44765600	ENSG00000122515.15	ZMIZ2
chr1:224195000-224197600	ENSG00000143753.13	DEGS1
chr7:74966000-74968700	ENSG00000274070.2	CASTOR2
chr1:174911700-174914500	ENSG00000152061.24	RABGAP1L
chr1:109373100-109374200	ENSG00000134243.12	SORT1
chr4:78616700-78618000	ENSG00000138772.13	ANXA3
chr6:6881900-6883100	ENSG00000124782.20	RREB1
chr15:65733300-65735000	ENSG00000174485.16	DENND4A
chr5:34819600-34821700	ENSG00000205838.14	TTC23L
chr14:88473500-88474600	ENSG00000070778.13	PTPN21
chr8:102889400-102891100	ENSG00000155096.15	AZIN1
chr2:176560900-176564300	ENSG00000128654.14	MTX2
chr17:8139500-8140600	ENSG00000179094.16	PER1
chr2:206201000-206202500	ENSG00000183671.12	GPR1
chrX:64200500-64201900	ENSG00000184675.11	AMER1
chr7:25089100-25094500	ENSG00000172115.9	CYCS
chr3:54998100-54999500	ENSG00000144771.8	LRTM1
chr10:22321300-22322400	ENSG00000168283.14	BMI1
chrX:109848300-109850000	ENSG00000068366.21	ACSL4
chr19:4641200-4643100	ENSG00000185361.9	TNFAIP8L1
chr19:43797700-43800800	ENSG00000159871.15	LYPD5
chr6:157693500-157696100	ENSG00000130340.17	SNX9
chr4:140086000-140088200	ENSG00000196782.12	MAML3
chr5:116547200-116548400	ENSG00000092421.17	SEMA6A
chr7:20243800-20245700	ENSG00000183742.13	MACC1
chr17:7347300-7348400	ENSG00000213859.8	KCTD11
chr8:636400-642200	ENSG00000104714.14	ERICH1
chr8:107114100-107119200	ENSG00000154188.10	ANGPT1
chr2:101121200-101122300	ENSG00000204634.13	TBC1D8
chr16:11211000-11212200	ENSG00000175643.10	RMI2
chr19:23537900-23540300	ENSG00000167232.14	ZNF91
chr2:213201400-213202900	ENSG00000030419.17	IKZF2
chr1:119541400-119542500	ENSG00000203857.10	HSD3B1
chr20:38093500-38094600	ENSG00000101413.12	RPRD1B
chr7:77738600-77739700	ENSG00000187257.16	RSBN1L
chr9:90225100-90228000	ENSG00000165023.7	DIRAS2
chr1:153587400-153588700	ENSG00000196754.13	S100A2
chr22:37079500-37080900	ENSG00000187045.19	TMPRSS6
chr8:54096900-54099400	ENSG00000120992.18	LYPLA1
chr16:31006000-31008100	ENSG00000099365.11	STX1B
chr22:45521900-45523400	ENSG00000077942.19	FBLN1
chr14:75605400-75606600	ENSG00000119686.10	FLVCR2
chr10:132514100-132515500	ENSG00000068383.19	INPP5A
chr8:66440500-66441700	ENSG00000147576.17	ADHFE1
chr19:43597500-43598800	ENSG00000226763.5	SRRM5
chr4:168458700-168462600	ENSG00000181381.15	DDX60L
chr17:42558000-42560100	ENSG00000068120.15	COASY
chr12:3997600-3998800	ENSG00000111224.14	PARP11
chr14:61931700-61932900	ENSG00000139973.17	SYT16
chr7:30985800-30990500	ENSG00000106128.19	GHRHR
chr1:231830500-231833900	ENSG00000162946.23	DISC1
chr3:4063900-4068400	ENSG00000170364.12	SETMAR
chr2:212919000-212921700	ENSG00000030419.17	IKZF2
chr1:27137900-27139000	ENSG00000090020.11	SLC9A1
chr3:142076700-142080400	ENSG00000114126.18	TFDP2
chr6:13729000-13730700	ENSG00000010017.13	RANBP9
chr1:173423800-173426100	ENSG00000117592.9	PRDX6
chr19:21491900-21495300	ENSG00000197013.10	ZNF429
chr6:113682100-113685600	ENSG00000277443.3	MARCKS
chr13:113198300-113200300	ENSG00000126226.22	PCID2
chr10:114060600-114061800	ENSG00000043591.6	ADRB1
chr4:188106400-188107500	ENSG00000179046.9	TRIML2
chr22:41974700-41976900	ENSG00000100167.20	SEPTIN3
chr6:132789100-132792700	ENSG00000146409.12	SLC18B1
chr14:35396600-35397700	ENSG00000100906.11	NFKBIA
chr14:65321000-65322200	ENSG00000033170.17	FUT8
chr6:37789300-37793800	ENSG00000156639.12	ZFAND3
chr6:137845100-137847100	ENSG00000118503.15	TNFAIP3
chr14:92880300-92882900	ENSG00000100604.13	CHGA
chr12:120933600-120938100	ENSG00000157837.16	SPPL3
chr22:32560000-32561500	ENSG00000185666.15	SYN3
chr6:14919300-14920700	ENSG00000008083.14	JARID2
chr14:51385400-51388000	ENSG00000139926.16	FRMD6
chr1:151738400-151741900	ENSG00000178796.13	RIIAD1
chr1:6219100-6220300	ENSG00000116251.11	RPL22
chr11:117136800-117140100	ENSG00000168092.14	PAFAH1B2
chr12:70051800-70055000	ENSG00000166268.11	MYRFL
chr1:24895400-24900900	ENSG00000020633.19	RUNX3
chr8:66047500-66050300	ENSG00000147570.10	DNAJC5B
chr7:100916700-100919400	ENSG00000087085.16	ACHE
chr10:69694300-69696200	ENSG00000171224.9	FAM241B
chr3:122930600-122933900	ENSG00000082684.16	SEMA5B
chr3:193873600-193875900	ENSG00000198836.11	OPA1
chr14:75261200-75262600	ENSG00000170345.10	FOS
chr2:202256200-202258500	ENSG00000055044.11	NOP58
chr9:32520000-32522100	ENSG00000107201.11	DDX58
chr1:112510700-112513300	ENSG00000134245.18	WNT2B
chr8:18423800-18428200	ENSG00000156006.5	NAT2
chr19:53619400-53621700	ENSG00000204595.1	DPRX
chr22:38275200-38276600	ENSG00000198792.13	TMEM184B
chr5:180648700-180650400	ENSG00000037280.16	FLT4
chrX:129631300-129632600	ENSG00000171388.12	APLN
chr8:19708200-19710200	ENSG00000147408.14	CSGALNACT1
chr6:12728700-12731200	ENSG00000112137.18	PHACTR1
chr11:124077600-124079000	ENSG00000182634.9	OR10G7
chr1:221687400-221691600	ENSG00000143507.18	DUSP10
chr7:98263400-98267000	ENSG00000205356.10	TECPR1
chr2:56183100-56184300	ENSG00000055813.6	CCDC85A
chr10:96682700-96688500	ENSG00000155629.15	PIK3AP1
chr21:42517900-42519000	ENSG00000160190.14	SLC37A1
chr10:21180300-21186000	ENSG00000078114.19	NEBL
chr9:115921600-115923900	ENSG00000182752.10	PAPPA
chr5:132271900-132273500	ENSG00000072682.20	P4HA2
chr10:77917300-77919600	ENSG00000151208.17	DLG5
chr17:82873600-82874800	ENSG00000141556.22	TBCD
chr7:37556700-37559800	ENSG00000155849.16	ELMO1
chr1:144977100-144983500	ENSG00000196369.11	SRGAP2B
chr11:63858800-63859900	ENSG00000072518.22	MARK2
chr15:90835400-90837100	ENSG00000140564.13	FURIN
chr1:112869700-112871600	ENSG00000155380.13	SLC16A1
chr11:86204900-86207100	ENSG00000074266.22	EED
chr1:192762000-192765400	ENSG00000116741.8	RGS2
chr12:92160800-92161900	ENSG00000133639.6	BTG1
chr11:32091700-32092800	ENSG00000049449.10	RCN1
chr9:33227400-33228800	ENSG00000122711.9	SPINK4
chr2:164509900-164516400	ENSG00000115290.10	GRB14
chr9:129107800-129109000	ENSG00000095321.18	CRAT
chr21:45000200-45001300	ENSG00000160256.13	FAM207A
chr13:43061400-43062700	ENSG00000120675.6	DNAJC15
chr11:75149200-75150300	ENSG00000137491.15	SLCO2B1
chr1:184426200-184427500	ENSG00000116667.15	C1orf21
chr11:108500400-108501500	ENSG00000178202.13	POGLUT3
chrX:134671200-134672300	ENSG00000170965.10	PLAC1
chr2:186768500-186773400	ENSG00000144369.13	FAM171B
chr15:57508500-57509800	ENSG00000263155.6	MYZAP
chr17:72333600-72335500	ENSG00000125398.8	SOX9
chr12:49295400-49298800	ENSG00000135406.14	PRPH
chr6:53014400-53016100	ENSG00000170899.11	GSTA4
chr17:75953500-75956200	ENSG00000161533.12	ACOX1
chr2:42152400-42154800	ENSG00000143924.19	EML4
chr4:75889200-75891900	ENSG00000156194.18	PPEF2
chr5:142160700-142162200	ENSG00000131507.11	NDFIP1
chr8:66212000-66213400	ENSG00000147571.5	CRH
chr6:72931200-72934300	ENSG00000185760.17	KCNQ5
chr11:123081700-123083400	ENSG00000109971.14	HSPA8
chr1:26043700-26046800	ENSG00000158014.15	SLC30A2
chr19:33282800-33288000	ENSG00000245848.3	CEBPA
chr1:212687600-212689600	ENSG00000123685.9	BATF3
chr7:88290900-88292200	ENSG00000127954.13	STEAP4
chr1:236508000-236509500	ENSG00000116977.19	LGALS8
chr1:112841000-112842200	ENSG00000155380.13	SLC16A1
chr9:107536100-107542000	ENSG00000136826.15	KLF4
chr5:151446400-151448600	ENSG00000123643.13	SLC36A1
chr16:85588600-85589700	ENSG00000131149.19	GSE1
chr12:52139200-52141300	ENSG00000167767.14	KRT80
chr12:51340600-51342100	ENSG00000139610.2	CELA1
chr5:72334900-72338800	ENSG00000049883.15	PTCD2
chr14:65435400-65440100	ENSG00000033170.17	FUT8
chr22:42935900-42937000	ENSG00000100266.19	PACSIN2
chr20:35270700-35271900	ENSG00000126005.17	MMP24OS
chr3:120141800-120144300	ENSG00000082701.17	GSK3B
chr6:11423100-11424600	ENSG00000111859.17	NEDD9
chr9:121623600-121625000	ENSG00000136848.17	DAB2IP
chr2:75544400-75549900	ENSG00000115363.14	EVA1A
chr10:5494500-5496400	ENSG00000178372.8	CALML5
chr12:102511400-102514000	ENSG00000017427.17	IGF1
chr17:8283100-8286700	ENSG00000108961.14	RANGRF
chr3:12673800-12674900	ENSG00000132155.13	RAF1
chr1:15595200-15598000	ENSG00000116771.6	AGMAT
chr8:19215400-19217800	ENSG00000104611.12	SH2D4A
chr3:48408300-48410800	ENSG00000164050.13	PLXNB1
chr18:63247800-63249400	ENSG00000171791.14	BCL2
chr22:41195200-41198600	ENSG00000100395.15	L3MBTL2
chr14:103495700-103496800	ENSG00000166165.13	CKB
chr16:29118900-29120100	ENSG00000213658.12	LAT
chr9:91265200-91266300	ENSG00000148090.12	AUH
chrX:37880900-37887400	ENSG00000165169.11	DYNLT3
chr1:92914600-92918500	ENSG00000154511.12	DIPK1A
chr2:70030600-70031700	ENSG00000169564.7	PCBP1
chr12:12445000-12446600	ENSG00000165714.11	BORCS5
chr2:20125100-20126900	ENSG00000068697.7	LAPTM4A
chr5:39541900-39543800	ENSG00000153071.15	DAB2
chr21:42994200-42996400	ENSG00000160199.15	PKNOX1
chr21:46193800-46198600	ENSG00000160285.15	LSS
chr10:51716400-51721900	ENSG00000177613.9	CSTF2T
chr10:123756200-123762000	ENSG00000154478.4	GPR26
chr21:43716100-43717700	ENSG00000160209.19	PDXK
chr1:235057000-235058100	ENSG00000173726.11	TOMM20
chr16:17529100-17533200	ENSG00000103489.12	XYLT1
chr14:102444300-102446300	ENSG00000156381.9	ANKRD9
chr13:110605400-110609400	ENSG00000213995.12	NAXD
chr19:39136200-39137300	ENSG00000130669.17	PAK4
chr1:218535900-218539300	ENSG00000092969.12	TGFB2
chr17:14760000-14761700	ENSG00000125430.9	HS3ST3B1
chr2:189480800-189482700	ENSG00000115368.10	WDR75
chr11:70066800-70067900	ENSG00000131620.17	ANO1
chr7:74170500-74172000	ENSG00000106682.16	EIF4H
chr17:19333800-19334900	ENSG00000108641.19	B9D1
chr1:61147600-61148700	ENSG00000162599.17	NFIA
chr3:194221100-194227900	ENSG00000114315.4	HES1
chr2:72985600-72986800	ENSG00000135638.14	EMX1
chr20:23230800-23232900	ENSG00000132661.4	NXT1
chr2:159783700-159788900	ENSG00000241399.7	CD302
chr8:130496000-130500900	ENSG00000153317.15	ASAP1
chr10:7571100-7573900	ENSG00000123243.15	ITIH5
chr1:44724700-44727300	ENSG00000142945.13	KIF2C
chr9:97619900-97626300	ENSG00000136925.15	TSTD2
chr1:202019800-202021200	ENSG00000163435.16	ELF3
chr1:121277300-121281800	ENSG00000171943.12	SRGAP2C
chr5:139010500-139012500	ENSG00000120725.13	SIL1
chr15:51641000-51643700	ENSG00000104093.14	DMXL2
chr15:68016000-68020800	ENSG00000033800.14	PIAS1
chr13:44420000-44426200	ENSG00000102804.15	TSC22D1
chr10:100561400-100563900	ENSG00000166135.14	HIF1AN
chr10:87496300-87502000	ENSG00000107789.16	MINPP1
chr1:144961100-144965600	ENSG00000196369.11	SRGAP2B
chr8:131839300-131846200	ENSG00000132294.15	EFR3A
chr7:152661300-152666100	ENSG00000196584.3	XRCC2
chr19:4582900-4585200	ENSG00000167680.17	SEMA6B
chr5:143603800-143605000	ENSG00000113580.15	NR3C1
chr3:172282500-172283700	ENSG00000075420.13	FNDC3B
chr15:78053000-78054400	ENSG00000167202.12	TBC1D2B
chr14:75609100-75610300	ENSG00000119686.10	FLVCR2
chr17:72801900-72804000	ENSG00000133195.11	SLC39A11
chr4:24483000-24485600	ENSG00000109606.13	DHX15
chr9:88501600-88504400	ENSG00000130045.16	NXNL2
chr7:151410700-151412700	ENSG00000187260.16	WDR86
chr11:117930400-117932600	ENSG00000137747.16	TMPRSS13
chr17:41930400-41931500	ENSG00000204815.10	ODAD4
chr17:75075900-75077000	ENSG00000170190.16	SLC16A5
chr17:1571000-1572200	ENSG00000174238.15	PITPNA
chr21:37341300-37342600	ENSG00000157540.22	DYRK1A
chr1:161084600-161085700	ENSG00000143217.9	NECTIN4
chr11:73293400-73296200	ENSG00000171631.16	P2RY6
chr13:98906400-98908600	ENSG00000088387.20	DOCK9
chr11:34328500-34330100	ENSG00000166016.6	ABTB2
chr18:399100-401300	ENSG00000158270.12	COLEC12
chr7:151661000-151662400	ENSG00000106617.15	PRKAG2
chr3:151104400-151105700	ENSG00000144893.12	MED12L
chr18:9756100-9757800	ENSG00000168461.13	RAB31
chr6:163350800-163352300	ENSG00000112530.11	PACRG
chr9:136977500-136978600	ENSG00000107317.13	PTGDS
chr2:190680300-190681500	ENSG00000138386.17	NAB1
chr13:46635000-46638100	ENSG00000136141.15	LRCH1
chr21:31656200-31657700	ENSG00000142168.15	SOD1
chr11:75427800-75428900	ENSG00000149243.16	KLHL35
chr18:74927900-74931100	ENSG00000215421.10	ZNF407
chr1:23541800-23544800	ENSG00000007968.7	E2F2
chr10:8052600-8054300	ENSG00000107485.18	GATA3
chr3:12985900-12987600	ENSG00000144711.16	IQSEC1
chr4:16081500-16084400	ENSG00000007062.12	PROM1
chr2:64720200-64725000	ENSG00000179833.4	SERTAD2
chr16:57894200-57896100	ENSG00000070729.14	CNGB1
chr4:3083900-3088500	ENSG00000197386.14	HTT
chr11:57278900-57280500	ENSG00000149115.14	TNKS1BP1
chr11:76207800-76209000	ENSG00000085741.13	WNT11
chr1:67520400-67523900	ENSG00000142864.15	SERBP1
chr17:64992800-64994600	ENSG00000120063.10	GNA13
chr16:12645500-12648500	ENSG00000103381.12	CPPED1
chr14:23063700-23065100	ENSG00000139880.20	CDH24
chr2:171155600-171156900	ENSG00000198586.14	TLK1
chr7:7841500-7844500	ENSG00000106399.11	RPA3
chr7:102320200-102322000	ENSG00000160999.10	SH2B2
chr1:173488300-173492000	ENSG00000117592.9	PRDX6
chrX:68451200-68455800	ENSG00000079482.14	OPHN1
chr9:7139500-7140600	ENSG00000107077.19	KDM4C
chr10:28590700-28594300	ENSG00000095787.24	WAC
chr5:181182000-181183200	ENSG00000146054.18	TRIM7
chr1:147820200-147823900	ENSG00000265107.3	GJA5
chr4:158803200-158804500	ENSG00000052795.13	FNIP2
chr14:92545700-92546800	ENSG00000100599.16	RIN3
chr3:63904200-63907600	ENSG00000163635.20	ATXN7
chr16:80664100-80666200	ENSG00000168589.15	DYNLRB2
chr19:51329000-51331600	ENSG00000186806.6	VSIG10L
chr11:76684100-76685700	ENSG00000137507.11	LRRC32
chr17:49887000-49888800	ENSG00000176358.15	TAC4
chr9:109340100-109343700	ENSG00000095203.15	EPB41L4B
chr22:47112300-47113500	ENSG00000054611.14	TBC1D22A
chr3:184330900-184332100	ENSG00000175182.15	FAM131A
chr14:75014900-75016400	ENSG00000119718.11	EIF2B2
chr1:207321800-207323000	ENSG00000196352.16	CD55
chr14:95539800-95541900	ENSG00000182512.5	GLRX5
chr10:113296300-113299600	ENSG00000148737.17	TCF7L2
chr19:32681300-32683400	ENSG00000105186.16	ANKRD27
chrX:96536400-96540900	ENSG00000147202.18	DIAPH2
chr8:142682100-142683600	ENSG00000167653.5	PSCA
chr1:162536000-162537400	ENSG00000117143.13	UAP1
chrX:69109400-69110500	ENSG00000181191.12	PJA1
chr14:75286400-75288900	ENSG00000170345.10	FOS
chr2:15753700-15755500	ENSG00000079785.16	DDX1
chr19:18175700-18177300	ENSG00000216490.4	IFI30
chr6:4486100-4487500	ENSG00000153046.18	CDYL
chr1:201259500-201260700	ENSG00000081277.13	PKP1
chr8:24055500-24058200	ENSG00000159167.12	STC1
chr5:57783000-57784100	ENSG00000169067.4	ACTBL2
chr7:74631800-74634500	ENSG00000263001.7	GTF2I
chr19:927800-928900	ENSG00000116017.11	ARID3A
chr19:56976800-56978400	ENSG00000269699.6	ZIM2
chr7:74998600-75003000	ENSG00000274070.2	CASTOR2
chr9:27450600-27451800	ENSG00000147896.4	IFNK
chr17:55457000-55458100	ENSG00000108960.9	MMD
chr20:50926700-50928400	ENSG00000101126.18	ADNP
chr22:36482200-36484600	ENSG00000100348.10	TXN2
chr11:76800400-76801500	ENSG00000182704.8	TSKU
chr15:66852300-66854900	ENSG00000137834.15	SMAD6
chr5:168682700-168685600	ENSG00000120137.7	PANK3
chr16:84474200-84479600	ENSG00000140950.16	MEAK7
chr16:3627700-3629300	ENSG00000213918.11	DNASE1
chr5:76453500-76455700	ENSG00000145703.16	IQGAP2
chrX:69117300-69119200	ENSG00000181191.12	PJA1
chr17:41321200-41325300	ENSG00000186860.5	KRTAP17-1
chr10:126348600-126353400	ENSG00000148848.15	ADAM12
chr5:31808500-31812600	ENSG00000133401.16	PDZD2
chr11:19370800-19371900	ENSG00000166833.22	NAV2
chr8:130485300-130487700	ENSG00000153317.15	ASAP1
chr11:67058900-67060100	ENSG00000173156.7	RHOD
chr14:73566100-73567600	ENSG00000119673.15	ACOT2
chr12:95627500-95630200	ENSG00000136014.12	USP44
chr16:2025200-2026300	ENSG00000065054.14	SLC9A3R2
chr21:41021100-41026500	ENSG00000182240.16	BACE2
chr20:50218700-50219800	ENSG00000172216.6	CEBPB
chr1:239817700-239818800	ENSG00000133019.12	CHRM3
chr1:112721500-112724100	ENSG00000184599.14	TAFA3
chr1:41661000-41662200	ENSG00000127124.16	HIVEP3
chr3:65200300-65204500	ENSG00000151276.23	MAGI1
chr2:8619800-8621200	ENSG00000115738.10	ID2
chr13:21892800-21896700	ENSG00000102678.7	FGF9
chr12:122949600-122950800	ENSG00000150967.18	ABCB9
chr2:160059900-160066400	ENSG00000153246.13	PLA2R1
chr10:122418600-122420000	ENSG00000107679.14	PLEKHA1
chr13:25170100-25171500	ENSG00000165566.13	AMER2
chr18:57843900-57845400	ENSG00000081923.15	ATP8B1
chr7:22664200-22665300	ENSG00000105889.16	STEAP1B
chr19:6787800-6789400	ENSG00000141968.8	VAV1
chr10:97359100-97360400	ENSG00000052749.14	RRP12
chr11:77157100-77160800	ENSG00000137474.22	MYO7A
chr18:63001300-63003700	ENSG00000081913.14	PHLPP1
chr20:21674600-21676900	ENSG00000125813.14	PAX1
chr3:128263800-128265100	ENSG00000175792.12	RUVBL1
chr7:148953800-148955200	ENSG00000106462.12	EZH2
chr12:111648700-111649900	ENSG00000089234.16	BRAP
chr10:11614300-11616100	ENSG00000148429.14	USP6NL
chr13:34472900-34475200	ENSG00000172915.19	NBEA
chr10:59067200-59069500	ENSG00000165443.12	PHYHIPL
chr7:151725500-151726600	ENSG00000106617.15	PRKAG2
chr5:39383500-39385400	ENSG00000153071.15	DAB2
chr6:150256700-150258100	ENSG00000009765.15	IYD
chr12:12468600-12470500	ENSG00000111266.9	DUSP16
chr15:34159600-34161800	ENSG00000134152.11	KATNBL1
chr8:66452600-66453800	ENSG00000147576.17	ADHFE1
chr17:42285500-42286700	ENSG00000126561.18	STAT5A
chr5:151128800-151129900	ENSG00000197043.14	ANXA6
chr10:61979000-61980300	ENSG00000150347.17	ARID5B
chr1:851000-852300	ENSG00000187634.13	SAMD11
chr5:149613500-149615100	ENSG00000183111.12	ARHGEF37
chr4:140619200-140622800	ENSG00000109424.4	UCP1
chr19:18404900-18406100	ENSG00000175489.10	LRRC25
chr15:72175600-72176700	ENSG00000175318.12	GRAMD2A
chr10:13741500-13743100	ENSG00000151474.23	FRMD4A
chr8:8460200-8461400	ENSG00000275342.5	PRAG1
chr18:48963100-48964400	ENSG00000101665.10	SMAD7
chr3:50274500-50276600	ENSG00000012171.20	SEMA3B
chr10:21369300-21370400	ENSG00000180592.17	SKIDA1
chr12:80443700-80446500	ENSG00000139304.16	PTPRQ
chr1:236621400-236624200	ENSG00000119285.11	HEATR1
chr3:100530800-100532500	ENSG00000181458.10	TMEM45A
chr19:47096200-47097300	ENSG00000130749.10	ZC3H4
chr19:13855600-13856800	ENSG00000187556.8	NANOS3
chr18:3329200-3331700	ENSG00000118680.14	MYL12B
chr8:60480400-60483300	ENSG00000104388.15	RAB2A
chr1:118120400-118121800	ENSG00000155761.14	SPAG17
chr5:65473700-65477800	ENSG00000049192.15	ADAMTS6
chr9:110105800-110106900	ENSG00000157654.19	PALM2AKAP2
chr9:100513900-100517600	ENSG00000241697.5	TMEFF1
chr5:126937300-126940600	ENSG00000173926.6	MARCHF3
chr7:44612900-44614300	ENSG00000105953.15	OGDH
chr12:3314900-3316000	ENSG00000111218.12	PRMT8
chr15:62066000-62069800	ENSG00000198535.5	C2CD4A
chr10:22277200-22280800	ENSG00000148444.16	COMMD3
chr18:62660800-62665100	ENSG00000081913.14	PHLPP1
chrX:47295700-47298000	ENSG00000102226.10	USP11
chr9:68511500-68512600	ENSG00000181778.5	TMEM252
chr6:10430700-10432400	ENSG00000137203.15	TFAP2A
chr8:20830800-20835500	ENSG00000061337.15	LZTS1
chr3:16881700-16882900	ENSG00000154822.18	PLCL2
chr1:110506400-110508900	ENSG00000143105.7	KCNA10
chr5:75600400-75602200	ENSG00000189045.15	ANKDD1B
chr3:127823300-127824500	ENSG00000074416.15	MGLL
chr8:141007700-141011600	ENSG00000169398.19	PTK2
chr1:209408300-209409900	ENSG00000008118.10	CAMK1G
chr10:89238800-89240000	ENSG00000107798.18	LIPA
chr13:46592200-46594100	ENSG00000136141.15	LRCH1
chr1:6473600-6475200	ENSG00000171680.23	PLEKHG5
chr14:103096900-103098400	ENSG00000205436.7	EXOC3L4
chr15:74436600-74439700	ENSG00000138623.10	SEMA7A
chr5:178082900-178084000	ENSG00000145911.6	N4BP3
chr16:85287000-85288100	ENSG00000131149.19	GSE1
chr1:201751200-201752300	ENSG00000134369.15	NAV1
chr11:10819700-10825800	ENSG00000110321.19	EIF4G2
chr16:741000-742200	ENSG00000103245.14	CIAO3
chr14:49954100-49955500	ENSG00000165527.7	ARF6
chr1:14874900-14876400	ENSG00000189337.17	KAZN
chr4:174210400-174215300	ENSG00000164117.14	FBXO8
chr3:128879700-128880900	ENSG00000177646.20	ACAD9
chr8:102647400-102649200	ENSG00000155090.15	KLF10
chr1:25877200-25879500	ENSG00000182749.6	PAQR7
chr7:20734900-20739200	ENSG00000164651.17	SP8
chr6:10884900-10889700	ENSG00000153157.13	SYCP2L
chr18:14429900-14434200	ENSG00000183206.18	POTEC
chr10:21237700-21240600	ENSG00000078114.19	NEBL
chr10:80208400-80209500	ENSG00000122359.18	ANXA11
chr7:76478200-76483400	ENSG00000091073.20	DTX2
chr2:109695100-109696500	ENSG00000198142.5	SOWAHC
chr11:64897700-64899000	ENSG00000110047.18	EHD1
chr10:95796900-95801700	ENSG00000138185.20	ENTPD1
chr9:121625700-121626800	ENSG00000136848.17	DAB2IP
chr18:70241100-70244500	ENSG00000176225.15	RTTN
chr19:45496600-45497700	ENSG00000213889.11	PPM1N
chr16:2841000-2843300	ENSG00000162078.11	ZG16B
chr12:10636900-10638300	ENSG00000060140.9	STYK1
chr1:39080000-39083700	ENSG00000127603.31	MACF1
chr8:9144200-9145300	ENSG00000173281.5	PPP1R3B
chr22:29047700-29051000	ENSG00000100249.5	C22orf31
chr1:184450800-184453500	ENSG00000116667.15	C1orf21
chr14:104709900-104714000	ENSG00000203485.14	INF2
chr5:149440100-149441700	ENSG00000127743.6	IL17B
chr3:12679200-12680300	ENSG00000132155.13	RAF1
chr14:105479200-105480600	ENSG00000182809.11	CRIP2
chr3:125153100-125154300	ENSG00000221955.11	SLC12A8
chr6:150932400-150933600	ENSG00000120254.16	MTHFD1L
chr5:173052700-173054200	ENSG00000164463.12	CREBRF
chr6:712900-714300	ENSG00000112685.14	EXOC2
chr3:14550000-14552200	ENSG00000144596.13	GRIP2
chr6:122804900-122810400	ENSG00000172594.13	SMPDL3A
